,Framework Name,Description,Published,Meta_Url,Languages,Provider,Asset URL,Repository,Terms Of Service
75,Trailblazer Ruby Framework by Trailblazer, Trailblazer is a business logic framework with an object-oriented architecture. Trailblazer is a thin layer on top of Rails that offers new high-level abstractions and enforces encapsulation. The current version is 2.0.7.,01.18.2018,https://www.programmableweb.com/framework/trailblazer-ruby-framework-trailblazer,Ruby,,http://trailblazer.to/,https://github.com/apotonick/trailblazer,
76,Squarespace CSS Endeavor Framework by Squarespace, The Squarespace CSS Endeavor Framework by Squarespace features a hover-activated index gallery. Some of its functional features include index gallery and gallery-style navigation as well as overlay style introductions for pages or collections and SVG UI icons with weights. A Node Package Manager allows developers to initiate dependency management and run build scripts. The framework is a proprietary platform and developers re required to comply with the Squarespace TOS when using it.,01.18.2018,https://www.programmableweb.com/framework/squarespace-css-endeavor-framework-squarespace,CSS,Squarespace,https://github.com/Squarespace/endeavor-framework,,http://developers.squarespace.com/developer-terms-of-use
77,Squarespace CSS Doncab Framework by Squarespace," The Squarespace CSS Doncab Framework by Squarespace provides unique gallery layouts for projects. It is functionally designed to provide “Full Width, Half Width, Alternating Width, and Grid layout options for Index Collections.” The framework also features page transition animations and AJAX loaede pages. A Node Package Manager allows developers to initiate dependency management and run build scripts. The framework is a proprietary platform and developers re required to comply with the Squarespace TOS when using it.",01.18.2018,https://www.programmableweb.com/framework/squarespace-css-doncab-framework-squarespace,CSS,Squarespace,https://github.com/Squarespace/doncab-framework,,http://developers.squarespace.com/developer-terms-of-use
78,Squarespace CSS Wright Framework by Squarespace," The Squarespace CSS Wright Framework by Squarespace is a multi-purpose template framework for Squarespace. Some of the framework’s functional attributes include parallax scrolling images and background video, flexible header and mobile bars featuring interchangeable and movable components, and SVG UI icons with adjustable weights, among others. A Node Package Manager allows developers to initiate dependency management and run build scripts. The framework is a proprietary platform and developers re required to comply with the Squarespace TOS when using it.",01.18.2018,https://www.programmableweb.com/framework/squarespace-css-wright-framework-squarespace,CSS,Yii Software,https://github.com/Squarespace/wright-framework,,http://developers.squarespace.com/developer-terms-of-use
79,Squarespace CSS Bureau Framework by Squarespace," The Squarespace CSS Bureau Framework by Squarespace features grid-based, magazine-style blog. Some of the framework’s functional features include SVG UI icons with weights and blog with three different styles – that is, auto-columns, baseline, and top-aligned. It also provides a two-column overlay style navigation panel and related posts supports among other features. A Node Package Manager allows developers to initiate dependency management and run build scripts. The framework is a proprietary platform and developers are required to comply with the Squarespace TOS when using it.",01.18.2018,https://www.programmableweb.com/framework/squarespace-css-bureau-framework-squarespace,CSS,Squarespace,https://github.com/Squarespace/bureau-framework,,http://developers.squarespace.com/developer-terms-of-use
80,Atlassian Connect Spring Boot Java Framework by Atlassian," The Atlassian Connect Spring Boot Java Framework by Atlassian allows developers to create Atlassian Connect Add-ons for JIRA. Some of the framework’s dependencies include Spring Framework, Spring Boot, Spring Data, and Spring Security.",01.18.2018,https://www.programmableweb.com/framework/atlassian-connect-spring-boot-java-framework-atlassian,Java,Atlassian,https://bitbucket.org/atlassian/atlassian-connect-spring-boot,https://bitbucket.org/atlassian/atlassian-connect-spring-boot/src,https://bitbucket.org/atlassian/atlassian-connect-spring-boot/src/28cc1484aa0a4c18dce0bd67815c6a7129df0db2/LICENSE.txt?at=master
81,Atlassian Connect Express NodeJS Framework by Atlassian, The Atlassian Connect Express NodeJS Framework by Atlassian provides developers the tools for building Atlassian Connect-anchored Add-ons using the NodeJS language. These Add-ons facilitate the extension of Atlassian applications across standard web protocols and APIs.,01.18.2018,https://www.programmableweb.com/framework/atlassian-connect-express-nodejs-framework-atlassian,Node.js,Atlassian,https://bitbucket.org/atlassian/atlassian-connect-express,https://bitbucket.org/atlassian/atlassian-connect-express/src,https://bitbucket.org/atlassian/atlassian-connect-express/src/274156f3f133f8f654cf36860a472d2f63a5878b/LICENSE.txt?at=master
82,NewTek ofxNDI C++ Framework by Lynn Jarvis, The ofxNDI C++ Framework by Lynn Jarvis is an addon that facilitates the conveyance of images over a network using the NewTek Network Device Protocol.,01.18.2018,https://www.programmableweb.com/framework/newtek-ofxndi-c-framework-lynn-jarvis,C++,Independent Developer,https://github.com/leadedge/ofxNDI,,https://github.com/leadedge/ofxNDI/blob/master/LICENSE
83,Phoenix," The Phoenix Framework in Elixir language allows the creation of interactive experiences across browsers, native mobile apps, and embedded devices in real time. With the framework, developers can develop APIs and HTML 5 applications.",06.16.2017,https://www.programmableweb.com/framework/phoenix,Elixir,,http://www.phoenixframework.org/,,
84,Meteor JavaScript Framework by Meteor," The Meteor JavaScript Framework by Meteor helps to develop web and mobile applications. It uses a server to send data, offering full stack reactivity, enabling user interface development.",06.16.2017,https://www.programmableweb.com/framework/meteor-javascript-framework-meteor,JavaScript,,https://www.meteor.com/,https://github.com/meteor/guide/blob/master/content/index.md,
85,OANDA REST Scala Framework by Michael Silbermann," This is a Scala Backtesting and Live Trading Framework built on top of Akka/Spray. The framework can be useful for back/live testing automated trading strategies using Oanda's REST API. The API allows you to develop trading strategies and automate your trading experience. OANDA provides FX &amp; CFD trading, exchange rates data and corporate FX payments.",06.16.2017,https://www.programmableweb.com/framework/oanda-rest-scala-framework-michael-silbermann,Scala,Independent Developer,http://developer.oanda.com/rest-live/sample-code/,https://github.com/msilb/akka-trading,https://github.com/msilb/akka-trading/blob/master/LICENSE
86,Rack Ruby Framework by Rack," Rack provides a minimal, modular, and adaptable interface for developing web applications in Ruby. By wrapping HTTP requests and responses in the simplest way possible, it unifies and distills the API for web servers, web frameworks, and software in between (the so-called middleware) into a single method call.",06.16.2017,https://www.programmableweb.com/framework/rack-ruby-framework-rack,Ruby,Independent Developer,http://rack.github.io/,https://github.com/rack/rack,
87,Vue.JS JavaScript Framework by Vue.JS," The Vue.JS JavaScript Framework by Vue.JS builds user interfaces on the web. According to the Vue, the core features include declarative rendering with a plain JavaScript object based reactivity system, component-oriented development style with tooling support, and flexible transition effect system. It only supports ES5-compliant browsers.",06.16.2017,https://www.programmableweb.com/framework/vuejs-javascript-framework-vuejs,JavaScript,,https://vuejs.org/,https://github.com/vuejs/vue,
88,Backbone.JS JavaScript Framework by Backbone," The Backbone.JS JavaScript Framework by Backbone provides structure to web apps by offering models, views, collections, and events. It connects to a developer's API in REST architecture and JSON format.",06.16.2017,https://www.programmableweb.com/framework/backbonejs-javascript-framework-backbone,JavaScript,,http://backbonejs.org/,https://github.com/jashkenas/backbone/,
89,Sunrise Shop Framework iOS Sample Code by Commercetools, The Sunrise Shop Framework iOS Sample Code by Commercetools presents how to use the Sunrise framework to run an eCommerce project.,06.16.2017,https://www.programmableweb.com/framework/sunrise-shop-framework-ios-sample-code-commercetools,Objective-C,Commercetools,https://github.com/commercetools/commercetools-sunrise-ios/blob/master/README.md,,
90,Wave PHP Framework by Wave," The Wave PHP Framework by Wave helps in building applications. It is a micro-framework built considering API, that returns XML, CSV, JSON, HTML, and native PHP. It also provides support for jQuery JavaScript framework. For more features, see the documentation, available at https://www.waveframework.com/wave/doc/index.htm",06.16.2017,https://www.programmableweb.com/framework/wave-php-framework-wave,PHP,Independent Developer,https://www.waveframework.com/,https://github.com/kristovaher/Wave-Framework,
91,Silex PHP Framework by SensioLabs," The Silex PHP Framework by SensioLabs is a micro-framework for building applications that aims to be concise, extensible, and testable. It includes JSON format and HTTP methods such as GET, POST, PUT, DELETE, PATCH, or OPTIONS. It was created by SensioLabs, the developers behind Symfony.",06.16.2017,https://www.programmableweb.com/framework/silex-php-framework-sensiolabs,PHP,SensioLabs,https://silex.sensiolabs.org/,https://github.com/silexphp/Silex,
